COD_ACIDENTE;DATA;LOG1;LOG2;NUMERO;BAIRRO;AMC;NATUREZA;ILUMINACAO;TEMPO;SUPERFICIEPISTA;TIPOCRUZAMENTO;CONTROLETRAFEGO;USOSOLO;MORTOS;FERIDOS;ILESOS;MOTOCICLETA;AUTOMOVEL;MICROONIBUS;CAMINHAO;ONIBUS;CICLOMOTOR;BICICLETA;OUTROS;TREM;TRACAOANIMAL;COORDENADAS
356804;2020-03-28 18:15:00;RUA ANSELMO NOGUEIRA, ;RUA PRIMEIRO DE MAIO D34, ; ;;;Colisão;Anoitecer;;;Cruz;Pare;Cruzamento;0;2;0;2;0;0;0;0;0;0;0;0;0;(-38.587753 -3.783108);
358228;2020-03-28 18:07:00;AVENIDA GODOFREDO MACIEL, 5200;, ; 5200;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.577065 -3.819605);
358227;2020-03-28 17:07:00;RUA PRO OTAVIO LOBO, ;RUA BENTO ALBUQUERQUE, ; ;;;Colisão;Anoitecer;;;Cruz;Semáforo;Cruzamento;0;1;0;0;2;0;0;0;0;0;0;0;0;(-38.479196 -3.745035);
358226;2020-03-28 15:14:00;RUA MOZART FIRMEZA, 597;, ; 597;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.57359 -3.7681);
358225;2020-03-28 15:08:00;RUA TRES CORACOES, ;RUA XAVIER DA SILVEIRA, ; ;;;Colisão;Luz do Dia;;;;;Cruzamento;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.61164 -3.79257);
358224;2020-03-28 14:16:00;AVENIDA FRANCISCO SA, 5481;, ; 5481;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.573313 -3.711949);
358223;2020-03-28 14:03:00;RUA XV CIDADE OESTE, 107;, ; 107;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;1;0;0;0;(-38.5961291 -3.72944225);
358222;2020-03-28 13:49:00;RUA ANTERO QUENTAL, 1625;, ; 1625;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
358221;2020-03-28 13:21:00;RUA CHICO LEMOS, ;RUA JOAO LEONEL, ; ;;;Colisão;Luz do Dia;;;Cruz;Pare;Cruzamento;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.49549 -3.79938);
358220;2020-03-28 12:35:00;AVENIDA GODOFREDO MACIEL, 6400;, ; 6400;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.58151704 -3.83272268);
358219;2020-03-28 12:05:00;ESTRADA SIQUEIRA, 193;, ; 193;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.585337 -3.813604);
358218;2020-03-28 06:43:00;RUA PRO HERIBALDO COSTA, 1358;, ; 1358;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.585634 -3.763377);
358217;2020-03-27 22:31:00;AVENIDA DR SILAS MUNGUBA, 1518;, ; 1518;;;Colisão;;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.553974 -3.783857);
356801;2020-03-27 22:15:00;RUA JOSE VILAR, 461;, ; 461;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.50231 -3.72864);
358216;2020-03-27 22:09:00;AVENIDA BAR STUDART, ;RUA PEREIRA FILGUEIRAS, ; ;;;Atropelamento;;;;Cruz;Semáforo;Cruzamento;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.505361 -3.73081);
358215;2020-03-27 20:25:00;RUA RIO TOCANTINS, 1456;, ; 1456;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;2;0;0;0;0;0;0;0;0;0;(-38.5816338 -3.7281832);
358214;2020-03-27 18:42:00;RUA PRO CARVALHO, ;AVENIDA PONTES VIEIRA, ; ;;;Colisão;;;;Cruz;Semáforo;Cruzamento;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.514949 -3.75289);
358213;2020-03-27 16:50:00;AVENIDA GODOFREDO MACIEL, 5833;, ; 5833;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.579157 -3.825405);
358212;2020-03-27 16:44:00;RD BR 116, 11000;, ; 11000;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.497176 -3.84716);
355995;2020-03-27 16:30:00;AVENIDA SEN CARLOS JEREISSATI (AEROPORTO), ;, ; ;;;Colisão;Luz do Dia;;Seca;Meio de Quadra;;Longo da via;0;2;0;0;2;0;0;0;0;0;0;0;0;(-38.52685 -3.783753);
355907;2020-03-27 16:00:00;RUA DES FELIX CANDIDO, 1479;, ; 1479;;;Atropelamento;Luz do Dia;Bom;Seca;Meio de Quadra;Não Há Controle;Longo da via;1;0;1;0;1;0;0;0;0;0;0;0;0;(-38.5822642 -3.7779805);
358166;2020-03-27 15:36:00;RD BR 116, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(0 0);
358165;2020-03-27 14:48:00;AVENIDA JANGADEIROS (MUCURIPE), 543;, ; 543;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;0;0;0;(-38.476977 -3.723386);
358164;2020-03-27 13:53:00;RUA PRO LINO ENCARNACAO, ;RUA CESAR FONTENELE, ; ;;;Colisão;Luz do Dia;;;Cruz;Pare;Cruzamento;0;1;0;0;0;0;0;0;0;0;0;0;0;(-38.559596 -3.746359);
358163;2020-03-27 13:06:00;AVENIDA WASHINGTON SOARES, 10521;, ; 10521;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.47989 -3.84055);
355906;2020-03-27 10:05:00;RUA CON DE CASTRO, 1230;, ; 1230;;;Colisão Lateral;Luz do Dia;Nublado;Seca;Meio de Quadra;Não Há Controle;Longo da via;0;1;1;0;1;0;0;0;0;1;0;0;0;(-38.571559 -3.7829735);
358161;2020-03-27 08:05:00;AVENIDA GAL OSORIO DE PAIVA, 4643;, ; 4643;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.597102 -3.7996065);
358160;2020-03-27 07:44:00;AVENIDA WASHINGTON SOARES, 11140;, ; 11140;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.479545 -3.845516);
355994;2020-03-27 07:30:00;RD CE-040, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.48088284 -3.84257666);
355905;2020-03-27 06:42:00;AVENIDA ENG SANTANA JUNIOR, ;, ; ;;;Capotamento;Amanhecer;Bom;Molhada;Outros;Não Há Controle;Longo da via;0;1;0;0;1;0;0;0;0;0;0;0;0;(-38.490543 -3.751971);
356803;2020-03-27 00:48:00;RUA PDE PEDRO DE ALENCAR, ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;1;0;0;0;0;1;0;0;0;0;0;(0 0);
358159;2020-03-27 00:10:00;RUA DO MATADOURO, 50;, ; 50;;;Atropelamento;;;;Meio de Quadra;;Longo da via;0;1;0;0;1;0;0;0;0;0;0;0;0;(-38.54452 -3.79802);
358158;2020-03-26 23:32:00;RUA TEODORO CABRAL, 729;, ; 729;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.5663 -3.71506);
358156;2020-03-26 22:21:00;RUA POMPILIO GOMES, 1767;, ; 1767;;;Atropelamento;;;;Meio de Quadra;;Longo da via;0;1;0;0;1;0;0;0;0;0;0;0;0;(-38.521214 -3.827274);
358155;2020-03-26 22:00:00;RUA PDE PEDRO DE ALENCAR, 1091;, ; 1091;;;Colisão;;;;Meio de Quadra;;Longo da via;1;0;1;1;0;0;0;1;0;0;0;0;0;(-38.494168735 -3.837114557);
356707;2020-03-26 21:50:00;RD BR 116, 3000;, ; 3000;;;Queda;;Nublado;Seca;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.514372 -3.779838);
355993;2020-03-26 21:00:00;RD CE-060, 6348;, ; 6348;;;Colisão;;;Seca;Meio de Quadra;;Longo da via;0;3;0;2;0;0;0;0;0;0;0;0;0;(-38.585133 -3.843038);
358154;2020-03-26 20:17:00;RUA URUCUTUBA, 144;, ; 144;;;Atropelamento;;;;Meio de Quadra;;Longo da via;0;1;0;0;1;0;0;0;0;0;0;0;0;(-38.5971795 -3.79830892);
358153;2020-03-26 19:57:00;AVENIDA GOV RAUL BARBOSA, ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;1;0;1;0;0;0;0;1;0;0;0;(0 0);
358152;2020-03-26 19:47:00;AVENIDA ANTONIO JUSTA, 30;, ; 30;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.49032 -3.72906);
358151;2020-03-26 19:38:00;AVENIDA MAJ ASSIS, ;RUA PDE TEODORO (QUNTINO CUNHA), ; ;;;Atropelamento;;;;Cruz;Pare;Cruzamento;0;1;1;0;1;0;0;0;0;1;0;0;0;(-38.590526 -3.723221);
358150;2020-03-26 19:25:00;RUA GONCALO SOUTO, 192;, ; 192;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.530336 -3.767626);
355992;2020-03-26 16:20:00;AVENIDA SEN CARLOS JEREISSATI (AEROPORTO), ;, ; ;;;Colisão;Luz do Dia;;Seca;Meio de Quadra;;Longo da via;0;2;1;1;1;0;0;0;0;0;0;0;0;(-38.52685 -3.783753);
356706;2020-03-26 16:15:00;RD BR 116, 5000;, ; 5000;;;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Meio de Quadra;;Longo da via;0;0;2;0;1;0;0;0;0;0;0;0;0;(-38.506787 -3.796502);
358149;2020-03-26 14:57:00;RUA PRO HERIBALDO COSTA, ;RUA CACILDA BECKER, ; ;;;Queda;Luz do Dia;;;Cruz;Pare;Cruzamento;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.589464 -3.770715);
355904;2020-03-26 14:44:00;AVENIDA DOM LUIS, ;RUA BARBOSA DE FREITAS, ; ;;;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.496396 -3.733564);
356797;2020-03-26 14:40:00;RUA BATISTA DE OLIVEIRA, ;RUA ANDRE DALL OLIO, ; ;;;Colisão;Luz do Dia;;;Cruz;Pare;Cruzamento;0;1;1;0;1;0;0;0;0;1;0;0;0;(-38.477454 -3.73919);
358147;2020-03-26 14:31:00;AVENIDA I CJ JOSE WALTER, ;AVENIDA C CJ JOSE WALTER, ; ;;;Queda;Luz do Dia;;;T;Não Há Controle;Cruzamento;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.552161 -3.829824);
358146;2020-03-26 12:38:00;RUA CAP OLAVO, ;RUA TEN JAIME ANDRADE, ; ;;;Colisão;Luz do Dia;;;;;Cruzamento;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.51376 -3.77121);
358145;2020-03-26 12:06:00;AVENIDA DOLOR BARREIRA, 502;, ; 502;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;2;0;0;0;0;0;0;0;0;0;(-38.472636 -3.729229);
356705;2020-03-26 09:10:00;RD BR 116, 7000;, ; 7000;;;Queda;Luz do Dia;Bom;Seca;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.5115614 -3.786276359);
358144;2020-03-26 08:57:00;AVENIDA FRE CIRILO, ;, ; ;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
358143;2020-03-26 08:26:00;RUA BENTO ALBUQUERQUE, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;2;0;0;0;0;0;0;0;0;0;(0 0);
358142;2020-03-26 07:51:00;RUA AMERICO FACO, 83;, ; 83;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.5675943 -3.74942615);
355902;2020-03-26 07:47:00;AVENIDA TRISTAO GONCALVES, ;RUA PEDRO PEREIRA, ; ;;;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.533489 -3.728075);
358141;2020-03-26 04:25:00;RUA STA LIDUINA D42, 119;, ; 119;;;Atropelamento;;;;Meio de Quadra;;Longo da via;0;1;0;0;1;0;0;0;0;0;0;0;0;(-38.5850727 -3.79902989);
358140;2020-03-26 02:37:00;RUA VITAL BRASIL, 656;, ; 656;;;Atropelamento;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;0;0;0;(-38.58698 -3.78118);
358139;2020-03-25 21:03:00;RUA BERNARDO MANUEL, 9403;, ; 9403;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.55261541 -3.802632063);
355903;2020-03-25 19:53:00;AVENIDA COS GOMES DE FREITAS (SAPIRANGA/COITE), 4000;, ; 4000;;;Colisão Transversal;Via Iluminada;Bom;Seca;Meio de Quadra;Pare;Longo da via;0;2;0;2;0;0;0;0;0;0;0;0;0;(-38.471473 -3.794977);
357956;2020-03-25 19:27:00;AVENIDA JOR THOMAZ COELHO, 1672;, ; 1672;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.510277 -3.829604);
357955;2020-03-25 18:51:00;RUA VILA LOBOS, 430;, ; 430;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;1;0;0;0;(-38.5596839 -3.77182692);
357954;2020-03-25 17:30:00;RUA LEONARDO MOTA, 1200;, ; 1200;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.496301 -3.736572);
357953;2020-03-25 16:08:00;AVENIDA ALANIS MARIA LAURINDO DE OLIVEIRA, 147;, ; 147;;;Atropelamento;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.60906 -3.77063);
357952;2020-03-25 12:24:00;AVENIDA DR SILAS MUNGUBA, 3090;, ; 3090;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;0;1;0;0;0;0;1;0;0;0;(-38.545961 -3.788406);
357951;2020-03-25 11:35:00;RUA BENTO ALBUQUERQUE, 2062;, ; 2062;;;Acidente Pessoal;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;1;0;0;0;0;0;0;0;0;(-38.471347 -3.747564);
357949;2020-03-25 10:48:00;RUA TAINA PIRES, 2180;, ; 2180;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.57875 -3.81538);
356778;2020-03-25 09:40:00;AVENIDA JOAO PESSOA, 5834;, ; 5834;;;Atropelamento;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;0;0;0;0;1;0;0;0;0;0;(-38.557535 -3.761747);
357948;2020-03-25 00:47:00;RUA SOUSA PINTO, 518;, ; 518;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.514399 -3.762634);
357947;2020-03-24 21:16:00;RUA TEN BENEVOLO, ;AVENIDA DOM MANUEL, ; ;;;Colisão;;;;Cruz;Semáforo;Cruzamento;0;1;0;0;2;0;0;0;0;0;0;0;0;(-38.519888 -3.72454);
357946;2020-03-24 19:48:00;RUA TULIPA, 424;, ; 424;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.5794773 -3.71428516);
357945;2020-03-24 19:47:00;RD BR 116, ;, ; ;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;1;0;0;0;(-38.501113 -3.882329);
357944;2020-03-24 16:11:00;RUA OSCAR FRANCA, ;RUA RAIMUNDO PINHEIRO, ; ;;;Colisão;Luz do Dia;;;Cruz;Pare;Cruzamento;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.598091 -3.792414);
355901;2020-03-24 16:04:00;RUA MANUEL JESUINO, ;RUA REPUBLICA DO LIBANO, ; ;;;Queda;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.484913 -3.733603);
357943;2020-03-24 15:52:00;RUA JOSE HIPOLITO, 3235;, ; 3235;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(0 0);
356704;2020-03-24 15:15:00;RD BR 116, 7000;, ; 7000;;;Colisão;Luz do Dia;Bom;;Meio de Quadra;;Longo da via;0;1;1;1;0;0;1;0;0;0;0;0;0;(-38.5115614 -3.786276359);
357941;2020-03-24 14:57:00;RUA PERNAMBUCO, 1941;, ; 1941;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.574444 -3.7547848);
355900;2020-03-24 11:18:00;AVENIDA ALBERTO CRAVEIRO, ;RUA 1 DE ABRIL UI 408, ; ;;;Colisão Transversal;Luz do Dia;Bom;Seca;Meio de Quadra;Pare;Cruzamento;0;1;1;1;0;0;1;0;0;0;0;0;0;(-38.52225 -3.80392);
355899;2020-03-24 07:32:00;AVENIDA DES MOREIRA, ;RUA BENI DE CARVALHO, ; ;;;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;0;1;2;0;3;0;0;0;0;0;0;0;0;(-38.500877 -3.744098);
357932;2020-03-24 01:00:00;AVENIDA WASHINGTON SOARES, ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;1;0;1;1;1;0;0;0;0;0;0;0;0;(-38.490841 -3.756979);
357813;2020-03-23 22:40:00;AVENIDA DR SILAS MUNGUBA, ;, ; ;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(0 0);
355898;2020-03-23 21:38:00;RUA FRE MARCELINO, ;RUA ANTONIO MARTINS, ; ;;;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Pare;Cruzamento;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.558114 -3.750028);
356777;2020-03-23 17:10:00;RUA CEL DIONISIO ALENCAR, ;RUA DR JOAQUIM BENTO, ; ;;;Colisão;Anoitecer;;;Cruz;Pare;Cruzamento;0;2;0;1;0;0;0;0;1;0;0;0;0;(-38.486419 -3.828267);
355897;2020-03-23 16:28:00;AVENIDA JOVITA FEITOSA, ;RUA FRANCISCO HIPOLITO, ; ;;;Não informado;Luz do Dia;Bom;Seca;T;Pare;Cruzamento;0;1;1;1;1;0;0;0;0;0;0;0;0;(-38.55044 -3.73868);
355896;2020-03-23 16:07:00;RUA VITAL BRASIL, ;RUA ARACA, ; ;;;Colisão;Luz do Dia;Bom;Seca;Cruz;Não Há Controle;Cruzamento;0;1;1;0;1;0;0;1;0;0;0;0;0;(-38.583825 -3.782029);
357806;2020-03-23 14:47:00;AVENIDA ABOLICAO, 3790;, ; 3790;;;Atropelamento;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;0;0;0;0;0;0;1;0;0;0;(-38.485564 -3.7256525);
357805;2020-03-23 12:50:00;RUA MEM DE SA, ;RUA CEL JOAO OLIVEIRA, ; ;;;Colisão;Luz do Dia;;;T;Pare;Cruzamento;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.484786 -3.823246);
357802;2020-03-23 11:26:00;RUA ARTUR DE SOUZA, ;RUA ALBERTO SALES, ; ;;;Colisão;Luz do Dia;;;;;Cruzamento;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.57352 -3.82698);
357801;2020-03-23 10:22:00;RUA BORIS, ;, ; ;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
357799;2020-03-23 09:53:00;RUA ANSELMO NOGUEIRA, 534;, ; 534;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.5877657 -3.78315311);
357798;2020-03-23 08:38:00;RUA CEL VIRGILIO NOGUEIRA (BOM JARDIM), 1154;, ; 1154;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.61047 -3.7942);
357797;2020-03-23 07:24:00;AVENIDA PERIMETRAL, 1291;, ; 1291;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(0 0);
357796;2020-03-23 06:43:00;RUA GUILHERME ALENCAR, 791;, ; 791;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;1;0;0;0;0;0;0;(-38.49267 -3.83553);
357793;2020-03-23 05:50:00;AVENIDA GODOFREDO MACIEL, 4572;, ; 4572;;;Atropelamento;Amanhecer;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.574911 -3.814933);
357791;2020-03-23 05:49:00;AVENIDA LINEU MACHADO, 426;, ; 426;;;Colisão;Amanhecer;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.575941 -3.764077);
355895;2020-03-22 23:50:00;AVENIDA GOV RAUL BARBOSA, 5598;, ; 5598;;;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;Meio de Quadra;Não Há Controle;Longo da via;0;1;0;0;1;0;0;0;0;0;0;0;0;(-38.5098 -3.7681965);
356776;2020-03-22 23:20:00;AVENIDA PRS JUSCELINO KUBITSCHEK (PASSARÉ), ;AVENIDA PRS COSTA E SILVA, ; ;;;Colisão;;;;T;Semáforo;Cruzamento;0;1;1;0;1;0;0;0;0;0;0;0;0;(-38.539516 -3.825648);
357783;2020-03-22 22:03:00;AVENIDA SIQUEIRA CAMPOS, 1061;, ; 1061;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.625327 -3.815833);
356775;2020-03-22 21:50:00;RUA URUCUTUBA, 2169;, ; 2169;;;Colisão;;;;Meio de Quadra;;Longo da via;0;0;2;0;2;0;0;0;0;0;0;0;0;(-38.616308 -3.79872);
357782;2020-03-22 20:22:00;RUA POMPILIO GOMES, 1624;, ; 1624;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.5211652 -3.82600791);
356774;2020-03-22 20:15:00;RUA CEL DIONISIO ALENCAR, ;RUA MANUEL CASTELO BRANCO, ; ;;;Colisão;;;;Cruz;Pare;Cruzamento;0;1;1;0;1;0;0;0;0;0;0;0;0;(-38.488281 -3.832973);
355894;2020-03-22 19:22:00;AVENIDA SEN FERNANDES TAVORA, 44;, ; 44;;;Choque c/ Obstáculo Fixo;Via Iluminada;Bom;Seca;Meio de Quadra;Gesto;Longo da via;0;1;0;0;1;0;0;0;0;0;0;0;0;(-38.60561 -3.75379);
357781;2020-03-22 17:04:00;RUA EVILASIO A MIRANDA, 1072;, ; 1072;;;Colisão;Anoitecer;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(0 0);
357780;2020-03-22 16:41:00;RUA BERNARDO MANUEL, 7200;, ; 7200;;;Atropelamento;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.546074 -3.781268);
357779;2020-03-22 16:32:00;AVENIDA ALBERTO CRAVEIRO, ;, ; ;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(0 0);
357778;2020-03-22 15:11:00;AVENIDA ENG HUMBERTO MONTE, ;, ; ;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(0 0);
357777;2020-03-22 12:14:00;AVENIDA 13 DE MAIO, 1363;, ; 1363;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.530898 -3.748);
357776;2020-03-22 11:53:00;AVENIDA ALBERTO CRAVEIRO, 1175;, ; 1175;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;1;1;0;0;0;0;0;1;0;0;0;(-38.517149 -3.790968);
357775;2020-03-22 10:57:00;RUA VITORIA (AV. PERIMETRAL), ;RUA PORTO VELHO, ; ;;;Colisão;Luz do Dia;;;Cruz;Semáforo;Cruzamento;0;2;0;1;1;0;0;0;0;0;0;0;0;(-38.588528 -3.76517);
357771;2020-03-22 09:41:00;AVENIDA DOMINGOS OLIMPIO, ;AVENIDA AGUANAMBI, ; ;;;Atropelamento;Luz do Dia;;;Cruz;Semáforo;Cruzamento;0;2;0;1;0;0;0;0;0;0;0;0;0;(-38.5245 -3.7387874);
357769;2020-03-22 08:32:00;RUA JOAQUIM MACHADO, 281;, ; 281;;;Colisão;Luz do Dia;;;Meio de Quadra;;Longo da via;0;1;0;2;0;0;0;0;0;0;0;0;0;(-38.494448 -3.86091375);
357766;2020-03-22 06:59:00;AVENIDA GAL OSORIO DE PAIVA, 5435;, ; 5435;;;Queda;Luz do Dia;;;Meio de Quadra;;Longo da via;0;2;0;1;0;0;0;0;0;0;0;0;0;(-38.602059 -3.804708);
357758;2020-03-22 05:54:00;RUA TAVARES COUTINHO, 2124;, ; 2124;;;Queda;Amanhecer;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.4844145 -3.7324725);
357757;2020-03-22 05:23:00;AVENIDA SGT HERMINIO SAMPAIO, 4207;, ; 4207;;;Colisão;Amanhecer;;;Meio de Quadra;;Longo da via;0;1;0;0;2;0;0;0;0;0;0;0;0;(-38.5776466 -3.73087973);
357756;2020-03-21 23:56:00;RUA COM GARCIA, 2480;, ; 2480;;;Queda;;;;Meio de Quadra;;Longo da via;0;1;0;1;0;0;0;0;0;0;0;0;0;(-38.57674 -3.78626);
357755;2020-03-21 23:35:00;RUA STA ROSALIA, 86;, ; 86;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.5031695 -3.83326623);
357754;2020-03-21 23:26:00;AVENIDA SEN FERNANDES TAVORA, 1262;, ; 1262;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;0;0;0;0;0;0;0;1;0;0;(-38.58418 -3.761114);
357753;2020-03-21 21:42:00;AVENIDA SANTOS DUMONT, 955;, ; 955;;;Colisão;;;;Meio de Quadra;;Longo da via;0;1;0;1;1;0;0;0;0;0;0;0;0;(-38.51496 -3.73076);
